date,city,mean_rad,temp_max,rad_rolling,temp_rolling
2011-06-06,Agadir,7.47798,24.77,5.928383333333333,24.48333333333335
2011-06-07,Agadir,7.54377,25.91,6.99213,25.05000000000001
2011-06-08,Agadir,7.565530000000001,27.0,7.529093333333333,25.893333333333345
2011-06-09,Agadir,7.59951,25.88,7.569603333333333,26.26333333333335
2011-06-10,Agadir,6.285220000000001,25.19,7.150086666666667,26.02333333333335
2011-06-11,Agadir,7.48197,27.76,7.122233333333334,26.27666666666668
2011-06-12,Agadir,7.23963,31.71,7.002273333333332,28.220000000000017
2011-06-13,Agadir,7.43904,37.91,7.386880000000001,32.460000000000015
2011-06-14,Agadir,7.45116,39.11,7.376609999999999,36.24333333333335
2011-06-15,Agadir,7.46505,35.04,7.45175,37.35333333333335
2011-06-16,Agadir,6.96874,33.58,7.294983333333334,35.91000000000002
2011-06-17,Agadir,6.0923,32.22,6.842029999999999,33.61333333333335
2011-06-18,Agadir,6.58148,36.5,6.547506666666666,34.100000000000016
2011-06-19,Agadir,3.77327,37.05,5.482349999999999,35.25666666666668
2011-06-20,Agadir,5.68962,41.88,5.348123333333333,38.47666666666668
2011-06-21,Agadir,7.38644,41.71,5.616443333333333,40.21333333333335
2011-06-22,Agadir,7.52264,39.47,6.866233333333333,41.02000000000002
2011-06-23,Agadir,7.515569999999999,38.08,7.474883333333333,39.75333333333335
2011-06-24,Agadir,7.22996,36.61,7.422723333333333,38.05333333333335
2011-06-25,Agadir,7.131060000000001,34.25,7.292196666666666,36.31333333333336
2011-06-26,Agadir,7.24538,35.39,7.202133333333333,35.41666666666668
2011-06-27,Agadir,7.05729,36.73,7.144576666666666,35.45666666666668
2011-06-28,Agadir,7.16962,41.23,7.157429999999999,37.78333333333335
2011-06-29,Agadir,6.989529999999999,38.13,7.072146666666666,38.69666666666668
2011-06-30,Agadir,5.82307,38.89,6.66074,39.416666666666686
2011-07-01,Agadir,7.43942,43.04,6.750673333333332,40.02000000000002
2011-07-02,Agadir,7.56601,39.29,6.942833333333333,40.40666666666669
2011-07-03,Agadir,7.16635,31.31,7.390593333333332,37.88000000000002
2011-07-04,Agadir,7.48704,33.16,7.406466666666667,34.58666666666668
2011-07-05,Agadir,7.39798,32.01,7.350456666666666,32.16000000000002
2011-07-06,Agadir,6.22821,37.16,7.037743333333332,34.110000000000014
2011-07-07,Agadir,6.124359999999999,31.83,6.583516666666665,33.66666666666668
2011-07-08,Agadir,5.975890000000001,31.76,6.109486666666665,33.58333333333335
2011-07-09,Agadir,6.68488,33.03,6.26171,32.20666666666668
2011-07-10,Agadir,6.513439999999999,32.6,6.391403333333333,32.463333333333345
2011-07-11,Agadir,6.05335,31.65,6.417223333333332,32.42666666666668
2011-07-12,Agadir,6.13905,33.5,6.23528,32.58333333333334
2011-07-13,Agadir,7.1031,33.52,6.4318333333333335,32.890000000000015
2011-07-14,Agadir,7.07132,31.06,6.771156666666666,32.69333333333335
2011-07-15,Agadir,7.29786,31.73,7.157426666666666,32.103333333333346
2011-07-16,Agadir,7.215079999999999,33.07,7.194753333333332,31.953333333333347
2011-07-17,Agadir,6.57532,31.36,7.029419999999999,32.05333333333334
2011-07-18,Agadir,4.56107,27.53,6.1171566666666655,30.653333333333347
2011-07-19,Agadir,7.49548,29.7,6.210623333333333,29.53000000000001
2011-07-20,Agadir,7.24582,27.62,6.434123333333332,28.283333333333346
2011-07-21,Agadir,4.1304,26.22,6.290566666666666,27.84666666666668
2011-07-22,Agadir,5.07263,26.26,5.48295,26.700000000000014
2011-07-23,Agadir,7.40702,27.21,5.5366833333333325,26.563333333333347
2011-07-24,Agadir,7.42657,26.14,6.635406666666666,26.53666666666668
2011-07-25,Agadir,6.77962,25.7,7.204403333333333,26.35000000000001
2011-07-26,Agadir,5.93324,25.73,6.713143333333332,25.85666666666668
2011-07-27,Agadir,5.69419,26.85,6.135683333333333,26.093333333333348
2011-07-28,Agadir,7.0093000000000005,32.91,6.212243333333333,28.49666666666668
2011-07-29,Agadir,7.20433,34.43,6.635939999999999,31.396666666666675
2011-07-30,Agadir,7.26046,39.3,7.158029999999999,35.54666666666668
2011-07-31,Agadir,7.30725,38.19,7.257346666666666,37.30666666666668
2011-08-01,Agadir,7.19853,28.37,7.255413333333332,35.28666666666668
2011-08-02,Agadir,7.56273,29.89,7.356169999999999,32.15000000000001
2011-08-03,Agadir,7.311139999999999,30.82,7.357466666666666,29.693333333333342
2011-08-04,Agadir,6.64262,30.88,7.172163333333333,30.53000000000001
